Date,Actual,Predicted,all_dates,dates,real_dates
2022-06-02,383.312,382.646,2022-06-02,2022-06-02,
2022-06-03,383.091,383.199,2022-06-03,2022-06-03,
2022-06-04,382.875,381.594,2022-06-04,2022-06-04,
2022-06-05,382.664,383.087,2022-06-05,2022-06-05,
2022-06-06,382.458,380.907,2022-06-06,2022-06-06,
2022-06-07,382.258,382.948,2022-06-07,2022-06-07,
2022-06-08,382.063,381.533,2022-06-08,2022-06-08,
2022-06-09,381.873,381.340,2022-06-09,2022-06-09,
2022-06-10,381.690,380.269,2022-06-10,2022-06-10,
2022-06-11,381.512,380.679,2022-06-11,2022-06-11,
2022-06-12,381.339,379.902,2022-06-12,2022-06-12,
2022-06-13,381.173,380.211,2022-06-13,2022-06-13,
2022-06-14,381.012,379.899,2022-06-14,2022-06-14,
2022-06-15,380.858,379.933,2022-06-15,2022-06-15,
2022-06-16,380.709,380.133,2022-06-16,2022-06-16,
2022-06-17,380.566,380.085,2022-06-17,2022-06-17,
2022-06-18,380.430,380.163,2022-06-18,2022-06-18,
2022-06-19,380.299,380.044,2022-06-19,2022-06-19,
2022-06-20,380.175,380.320,2022-06-20,2022-06-20,
2022-06-21,380.057,380.231,2022-06-21,2022-06-21,
2022-06-22,379.945,380.229,2022-06-22,2022-06-22,
2022-06-23,379.839,380.502,2022-06-23,2022-06-23,
2022-06-24,379.739,380.751,2022-06-24,2022-06-24,
2022-06-25,379.646,381.062,2022-06-25,2022-06-25,
2022-06-26,379.559,380.603,2022-06-26,2022-06-26,
2022-06-27,379.478,380.658,2022-06-27,2022-06-27,
2022-06-28,379.403,380.597,2022-06-28,2022-06-28,
2022-06-29,379.335,380.701,2022-06-29,2022-06-29,
2022-06-30,379.273,380.531,2022-06-30,2022-06-30,
2022-07-01,379.218,380.418,2022-07-01,2022-07-01,
2022-07-02,379.169,380.351,2022-07-02,2022-07-02,
2022-07-03,379.127,380.337,2022-07-03,2022-07-03,
2022-07-04,379.092,380.336,2022-07-04,2022-07-04,
2022-07-05,379.063,380.356,2022-07-05,2022-07-05,
2022-07-06,379.041,380.399,2022-07-06,2022-07-06,
2022-07-07,379.027,380.598,2022-07-07,2022-07-07,
2022-07-08,379.019,380.517,2022-07-08,2022-07-08,
2022-07-09,379.018,380.437,2022-07-09,2022-07-09,
2022-07-10,379.024,380.156,2022-07-10,2022-07-10,
2022-07-11,379.037,380.104,2022-07-11,2022-07-11,
2022-07-12,379.058,380.051,2022-07-12,2022-07-12,
2022-07-13,379.085,380.155,2022-07-13,2022-07-13,
2022-07-14,379.120,380.084,2022-07-14,2022-07-14,
2022-07-15,379.161,379.922,2022-07-15,2022-07-15,
2022-07-16,379.209,379.949,2022-07-16,2022-07-16,
2022-07-17,379.264,379.512,2022-07-17,2022-07-17,
2022-07-18,379.326,379.525,2022-07-18,2022-07-18,
2022-07-19,379.395,379.473,2022-07-19,2022-07-19,
2022-07-20,379.470,379.541,2022-07-20,2022-07-20,
2022-07-21,379.552,379.453,2022-07-21,2022-07-21,
2022-07-22,379.640,379.438,2022-07-22,2022-07-22,
2022-07-23,379.734,379.543,2022-07-23,2022-07-23,
2022-07-24,379.835,379.510,2022-07-24,2022-07-24,
2022-07-25,379.942,379.601,2022-07-25,2022-07-25,
2022-07-26,380.055,379.529,2022-07-26,2022-07-26,
2022-07-27,380.173,379.334,2022-07-27,2022-07-27,
2022-07-28,380.298,379.186,2022-07-28,2022-07-28,
2022-07-29,380.428,379.245,2022-07-29,2022-07-29,
2022-07-30,380.564,379.551,2022-07-30,2022-07-30,
2022-07-31,380.706,379.534,2022-07-31,2022-07-31,
2022-08-01,380.853,379.611,2022-08-01,2022-08-01,
2022-08-02,381.006,379.785,2022-08-02,2022-08-02,
2022-08-03,381.164,379.629,2022-08-03,2022-08-03,
2022-08-04,381.327,379.722,2022-08-04,2022-08-04,
2022-08-05,381.496,379.650,2022-08-05,2022-08-05,
2022-08-06,381.671,379.486,2022-08-06,2022-08-06,
2022-08-07,381.850,379.597,2022-08-07,2022-08-07,
2022-08-08,382.035,379.338,2022-08-08,2022-08-08,
2022-08-09,382.226,379.624,2022-08-09,2022-08-09,
2022-08-10,382.421,379.552,2022-08-10,2022-08-10,
2022-08-11,382.622,380.026,2022-08-11,2022-08-11,
2022-08-12,382.827,380.298,2022-08-12,2022-08-12,
2022-08-13,383.038,380.659,2022-08-13,2022-08-13,
2022-08-14,383.253,381.146,2022-08-14,2022-08-14,
2022-08-15,383.473,382.943,2022-08-15,2022-08-15,
2022-08-16,383.698,383.140,2022-08-16,2022-08-16,
2022-08-17,383.928,384.107,2022-08-17,2022-08-17,
2022-08-18,384.162,383.955,2022-08-18,2022-08-18,
2022-08-19,384.400,384.639,2022-08-19,2022-08-19,
2022-08-20,384.642,385.699,2022-08-20,2022-08-20,
2022-08-21,384.889,388.488,2022-08-21,2022-08-21,
2022-08-22,385.139,388.323,2022-08-22,2022-08-22,
2022-08-23,385.393,388.787,2022-08-23,2022-08-23,
2022-08-24,385.651,387.816,2022-08-24,2022-08-24,
2022-08-25,385.912,387.064,2022-08-25,2022-08-25,
2022-08-26,386.176,385.690,2022-08-26,2022-08-26,
2022-08-27,386.444,386.532,2022-08-27,2022-08-27,
2022-08-28,386.714,385.020,2022-08-28,2022-08-28,
2022-08-29,386.986,385.071,2022-08-29,2022-08-29,
2022-08-30,387.261,383.779,2022-08-30,2022-08-30,
2022-08-31,387.538,383.888,2022-08-31,2022-08-31,
2022-09-01,387.817,384.497,2022-09-01,2022-09-01,
2022-09-02,388.098,385.549,2022-09-02,2022-09-02,
2022-09-03,388.379,387.557,2022-09-03,2022-09-03,
2022-09-04,388.662,387.580,2022-09-04,2022-09-04,
2022-09-05,388.945,388.455,2022-09-05,2022-09-05,
2022-09-06,389.228,392.046,2022-09-06,2022-09-06,
2022-09-07,389.512,391.476,2022-09-07,2022-09-07,
2022-09-08,389.795,393.123,2022-09-08,2022-09-08,
2022-09-09,390.077,392.062,2022-09-09,2022-09-09,
2022-09-10,390.359,393.334,2022-09-10,2022-09-10,
2022-09-11,390.640,392.561,2022-09-11,2022-09-11,
2022-09-12,390.919,393.413,2022-09-12,2022-09-12,
2022-09-13,391.196,391.848,2022-09-13,2022-09-13,
2022-09-14,391.472,392.732,2022-09-14,2022-09-14,
2022-09-15,391.745,392.400,2022-09-15,2022-09-15,
2022-09-16,392.016,392.002,2022-09-16,2022-09-16,
2022-09-17,392.285,392.339,2022-09-17,2022-09-17,
2022-09-18,392.551,391.156,2022-09-18,2022-09-18,
2022-09-19,392.814,392.276,2022-09-19,2022-09-19,
2022-09-20,393.073,393.263,2022-09-20,2022-09-20,
2022-09-21,393.330,392.592,2022-09-21,2022-09-21,
2022-09-22,393.582,393.551,2022-09-22,2022-09-22,
2022-09-23,393.831,392.271,2022-09-23,2022-09-23,
2022-09-24,394.077,393.608,2022-09-24,2022-09-24,
2022-09-25,394.318,394.272,2022-09-25,2022-09-25,
2022-09-26,394.555,393.605,2022-09-26,2022-09-26,
2022-09-27,394.788,394.859,2022-09-27,2022-09-27,
2022-09-28,395.017,393.467,2022-09-28,2022-09-28,
2022-09-29,395.242,394.991,2022-09-29,2022-09-29,
2022-09-30,395.462,393.108,2022-09-30,2022-09-30,
2022-10-01,395.677,394.944,2022-10-01,2022-10-01,
2022-10-02,395.888,393.791,2022-10-02,2022-10-02,
2022-10-03,396.095,396.882,2022-10-03,2022-10-03,
2022-10-04,396.297,392.405,2022-10-04,2022-10-04,
2022-10-05,396.494,396.660,2022-10-05,2022-10-05,
2022-10-06,396.686,393.895,2022-10-06,2022-10-06,
2022-10-07,396.874,396.030,2022-10-07,2022-10-07,
2022-10-08,397.058,394.353,2022-10-08,2022-10-08,
2022-10-09,397.237,393.921,2022-10-09,2022-10-09,
2022-10-10,397.411,392.322,2022-10-10,2022-10-10,
2022-10-11,397.581,394.278,2022-10-11,2022-10-11,
2022-10-12,397.746,393.148,2022-10-12,2022-10-12,
2022-10-13,397.907,393.443,2022-10-13,2022-10-13,
2022-10-14,398.063,393.957,2022-10-14,2022-10-14,
2022-10-15,398.216,396.244,2022-10-15,2022-10-15,
2022-10-16,398.363,393.982,2022-10-16,2022-10-16,
2022-10-17,398.507,398.414,2022-10-17,2022-10-17,
2022-10-18,398.647,394.750,2022-10-18,2022-10-18,
2022-10-19,398.782,399.892,2022-10-19,2022-10-19,
2022-10-20,398.914,392.547,2022-10-20,2022-10-20,
2022-10-21,399.041,399.179,2022-10-21,2022-10-21,
2022-10-22,399.165,391.004,2022-10-22,2022-10-22,
2022-10-23,399.285,397.493,2022-10-23,2022-10-23,
2022-10-24,399.401,391.990,2022-10-24,2022-10-24,
2022-10-25,399.514,397.218,2022-10-25,2022-10-25,
2022-10-26,399.624,393.611,2022-10-26,2022-10-26,
2022-10-27,399.730,397.582,2022-10-27,2022-10-27,
2022-10-28,399.832,392.649,2022-10-28,2022-10-28,
2022-10-29,399.932,396.536,2022-10-29,2022-10-29,
2022-10-30,400.028,393.712,2022-10-30,2022-10-30,
2022-10-31,400.121,396.715,2022-10-31,2022-10-31,
2022-11-01,400.212,396.700,2022-11-01,2022-11-01,
2022-11-02,400.299,399.086,2022-11-02,2022-11-02,
2022-11-03,400.384,394.931,2022-11-03,2022-11-03,
2022-11-04,400.465,396.616,2022-11-04,2022-11-04,
2022-11-05,400.545,391.972,2022-11-05,2022-11-05,
2022-11-06,400.621,395.467,2022-11-06,2022-11-06,
2022-11-07,400.696,394.191,2022-11-07,2022-11-07,
2022-11-08,400.767,396.855,2022-11-08,2022-11-08,
2022-11-09,400.837,394.031,2022-11-09,2022-11-09,
2022-11-10,400.904,397.612,2022-11-10,2022-11-10,
2022-11-11,400.969,392.288,2022-11-11,2022-11-11,
2022-11-12,401.032,401.581,2022-11-12,2022-11-12,
2022-11-13,401.092,395.726,2022-11-13,2022-11-13,
2022-11-14,401.151,398.803,2022-11-14,2022-11-14,
2022-11-15,401.208,396.541,2022-11-15,2022-11-15,
2022-11-16,401.262,404.147,2022-11-16,2022-11-16,
2022-11-17,401.315,401.280,2022-11-17,2022-11-17,
2022-11-18,401.366,403.585,2022-11-18,2022-11-18,
2022-11-19,401.415,401.612,2022-11-19,2022-11-19,
2022-11-20,401.463,404.990,2022-11-20,2022-11-20,
2022-11-21,401.508,404.909,2022-11-21,2022-11-21,
2022-11-22,401.552,405.106,2022-11-22,2022-11-22,
2022-11-23,401.595,404.801,2022-11-23,2022-11-23,
2022-11-24,401.635,401.489,2022-11-24,2022-11-24,
2022-11-25,401.674,402.849,2022-11-25,2022-11-25,
2022-11-26,401.712,398.292,2022-11-26,2022-11-26,
2022-11-27,401.747,399.769,2022-11-27,2022-11-27,
2022-11-28,401.781,401.163,2022-11-28,2022-11-28,
2022-11-29,401.814,399.398,2022-11-29,2022-11-29,
2022-11-30,401.844,398.674,2022-11-30,2022-11-30,
2022-12-01,401.874,398.918,2022-12-01,2022-12-01,
2022-12-02,401.901,398.789,2022-12-02,2022-12-02,
2022-12-03,401.927,399.813,2022-12-03,2022-12-03,
2022-12-04,401.951,399.020,2022-12-04,2022-12-04,
2022-12-05,401.973,399.740,2022-12-05,2022-12-05,
2022-12-06,401.994,400.059,2022-12-06,2022-12-06,
2022-12-07,402.013,399.172,2022-12-07,2022-12-07,
2022-12-08,402.030,398.263,2022-12-08,2022-12-08,
2022-12-09,402.046,398.062,2022-12-09,2022-12-09,
2022-12-10,402.059,396.496,2022-12-10,2022-12-10,
2022-12-11,402.070,399.346,2022-12-11,2022-12-11,
2022-12-12,402.080,394.930,2022-12-12,2022-12-12,
2022-12-13,402.088,397.155,2022-12-13,2022-12-13,
2022-12-14,402.093,395.248,2022-12-14,2022-12-14,
2022-12-15,402.096,395.328,2022-12-15,2022-12-15,
2022-12-16,402.098,395.233,2022-12-16,2022-12-16,
2022-12-17,402.096,394.378,2022-12-17,2022-12-17,
2022-12-18,402.093,394.175,2022-12-18,2022-12-18,
2022-12-19,402.087,393.252,2022-12-19,2022-12-19,
2022-12-20,402.079,395.107,2022-12-20,2022-12-20,
2022-12-21,402.068,394.750,2022-12-21,2022-12-21,
2022-12-22,402.055,397.271,2022-12-22,2022-12-22,
2022-12-23,402.039,395.342,2022-12-23,2022-12-23,
2022-12-24,402.020,395.447,2022-12-24,2022-12-24,
2022-12-25,401.998,391.365,2022-12-25,2022-12-25,
2022-12-26,401.973,393.561,2022-12-26,2022-12-26,
2022-12-27,401.946,390.037,2022-12-27,2022-12-27,
2022-12-28,401.915,390.243,2022-12-28,2022-12-28,
2022-12-29,401.881,389.408,2022-12-29,2022-12-29,
2022-12-30,401.844,386.657,2022-12-30,2022-12-30,
2022-12-31,401.803,389.402,2022-12-31,2022-12-31,
2023-01-01,401.759,389.335,2023-01-01,2023-01-01,
2023-01-02,401.712,391.666,2023-01-02,2023-01-02,
2023-01-03,401.660,393.007,2023-01-03,2023-01-03,
2023-01-04,401.605,392.278,2023-01-04,2023-01-04,
2023-01-05,401.547,392.852,2023-01-05,2023-01-05,
2023-01-06,401.484,394.891,2023-01-06,2023-01-06,
2023-01-07,401.418,392.145,2023-01-07,2023-01-07,
2023-01-08,401.347,389.688,2023-01-08,2023-01-08,
2023-01-09,401.273,388.653,2023-01-09,2023-01-09,
2023-01-10,401.194,388.545,2023-01-10,2023-01-10,
2023-01-11,401.111,389.321,2023-01-11,2023-01-11,
2023-01-12,401.024,389.061,2023-01-12,2023-01-12,
2023-01-13,400.932,388.354,2023-01-13,2023-01-13,
2023-01-14,400.836,388.414,2023-01-14,2023-01-14,
2023-01-15,400.736,388.067,2023-01-15,2023-01-15,
2023-01-16,400.631,388.217,2023-01-16,2023-01-16,
2023-01-17,400.521,387.687,2023-01-17,2023-01-17,
2023-01-18,400.407,387.814,2023-01-18,2023-01-18,
2023-01-19,400.289,387.520,2023-01-19,2023-01-19,
2023-01-20,400.165,387.782,2023-01-20,2023-01-20,
2023-01-21,400.038,387.700,2023-01-21,2023-01-21,
2023-01-22,399.905,387.634,2023-01-22,2023-01-22,
2023-01-23,399.768,387.718,2023-01-23,2023-01-23,
2023-01-24,399.626,387.817,2023-01-24,2023-01-24,
2023-01-25,399.479,387.774,2023-01-25,2023-01-25,
2023-01-26,399.328,388.127,2023-01-26,2023-01-26,
2023-01-27,399.171,388.353,2023-01-27,2023-01-27,
2023-01-28,399.010,388.404,2023-01-28,2023-01-28,
2023-01-29,398.845,388.357,2023-01-29,2023-01-29,
2023-01-30,398.675,388.331,2023-01-30,2023-01-30,
2023-01-31,398.500,389.358,2023-01-31,2023-01-31,
2023-02-01,398.320,391.625,2023-02-01,2023-02-01,
2023-02-02,398.137,397.523,2023-02-02,2023-02-02,
2023-02-03,397.949,399.385,2023-02-03,2023-02-03,
2023-02-04,397.756,399.322,2023-02-04,2023-02-04,
2023-02-05,397.560,398.380,2023-02-05,2023-02-05,
2023-02-06,397.359,397.201,2023-02-06,2023-02-06,
2023-02-07,397.155,395.621,2023-02-07,2023-02-07,
2023-02-08,396.947,395.546,2023-02-08,2023-02-08,
2023-02-09,396.735,396.803,2023-02-09,2023-02-09,
2023-02-10,396.520,396.186,2023-02-10,2023-02-10,
2023-02-11,396.302,397.754,2023-02-11,2023-02-11,
2023-02-12,396.081,398.659,2023-02-12,2023-02-12,
2023-02-13,395.857,395.906,2023-02-13,2023-02-13,
2023-02-14,395.631,391.140,2023-02-14,2023-02-14,
2023-02-15,395.402,391.530,2023-02-15,2023-02-15,
2023-02-16,395.171,394.312,2023-02-16,2023-02-16,
2023-02-17,394.939,395.794,2023-02-17,2023-02-17,
2023-02-18,394.704,392.008,2023-02-18,2023-02-18,
2023-02-19,394.469,396.612,2023-02-19,2023-02-19,
2023-02-20,394.232,395.279,2023-02-20,2023-02-20,
2023-02-21,393.994,393.456,2023-02-21,2023-02-21,
2023-02-22,393.756,390.692,2023-02-22,2023-02-22,
2023-02-23,393.517,392.119,2023-02-23,2023-02-23,
2023-02-24,393.279,393.420,2023-02-24,2023-02-24,
2023-02-25,393.040,395.795,2023-02-25,2023-02-25,
2023-02-26,392.802,392.736,2023-02-26,2023-02-26,
2023-02-27,392.564,395.088,2023-02-27,2023-02-27,
2023-02-28,392.327,396.548,2023-02-28,2023-02-28,
2023-03-01,392.092,398.449,2023-03-01,2023-03-01,
2023-03-02,391.857,398.632,2023-03-02,2023-03-02,
2023-03-03,391.623,400.115,2023-03-03,2023-03-03,
2023-03-04,391.391,394.792,2023-03-04,2023-03-04,
2023-03-05,391.161,393.385,2023-03-05,2023-03-05,
2023-03-06,390.932,393.893,2023-03-06,2023-03-06,
2023-03-07,390.705,397.843,2023-03-07,2023-03-07,
2023-03-08,390.480,401.001,2023-03-08,2023-03-08,
2023-03-09,390.257,399.536,2023-03-09,2023-03-09,
2023-03-10,390.036,400.938,2023-03-10,2023-03-10,
2023-03-11,389.817,400.418,2023-03-11,2023-03-11,
2023-03-12,389.601,399.219,2023-03-12,2023-03-12,
2023-03-13,389.387,395.250,2023-03-13,2023-03-13,
2023-03-14,389.176,400.282,2023-03-14,2023-03-14,
2023-03-15,388.967,397.608,2023-03-15,2023-03-15,
2023-03-16,388.761,398.945,2023-03-16,2023-03-16,
2023-03-17,388.558,393.294,2023-03-17,2023-03-17,
2023-03-18,388.357,392.236,2023-03-18,2023-03-18,
2023-03-19,388.160,393.452,2023-03-19,2023-03-19,
2023-03-20,387.965,394.609,2023-03-20,2023-03-20,
2023-03-21,387.774,396.052,2023-03-21,2023-03-21,
2023-03-22,387.585,397.094,2023-03-22,2023-03-22,
2023-03-23,387.400,399.023,2023-03-23,2023-03-23,
2023-03-24,387.217,397.174,2023-03-24,2023-03-24,
2023-03-25,387.038,398.092,2023-03-25,2023-03-25,
2023-03-26,386.861,394.206,2023-03-26,2023-03-26,
2023-03-27,386.688,389.508,2023-03-27,2023-03-27,
2023-03-28,386.517,388.545,2023-03-28,2023-03-28,
2023-03-29,386.350,388.228,2023-03-29,2023-03-29,
2023-03-30,386.185,387.152,2023-03-30,2023-03-30,
2023-03-31,386.024,386.518,2023-03-31,2023-03-31,
2023-04-01,385.866,386.702,2023-04-01,2023-04-01,
2023-04-02,385.711,386.982,2023-04-02,2023-04-02,
2023-04-03,385.559,386.076,2023-04-03,2023-04-03,
2023-04-04,385.410,386.354,2023-04-04,2023-04-04,
2023-04-05,385.265,386.227,2023-04-05,2023-04-05,
2023-04-06,385.122,386.488,2023-04-06,2023-04-06,
2023-04-07,384.983,386.227,2023-04-07,2023-04-07,
2023-04-08,384.847,386.208,2023-04-08,2023-04-08,
2023-04-09,384.715,386.002,2023-04-09,2023-04-09,
2023-04-10,384.585,386.786,2023-04-10,2023-04-10,
2023-04-11,384.459,387.784,2023-04-11,2023-04-11,
2023-04-12,384.336,388.192,2023-04-12,2023-04-12,
2023-04-13,384.216,388.687,2023-04-13,2023-04-13,
2023-04-14,384.099,388.022,2023-04-14,2023-04-14,
2023-04-15,383.985,385.403,2023-04-15,2023-04-15,
2023-04-16,383.874,385.271,2023-04-16,2023-04-16,
2023-04-17,383.766,385.134,2023-04-17,2023-04-17,
2023-04-18,383.661,384.934,2023-04-18,2023-04-18,
2023-04-19,383.558,384.978,2023-04-19,2023-04-19,
2023-04-20,383.458,384.934,2023-04-20,2023-04-20,
2023-04-21,383.360,384.824,2023-04-21,2023-04-21,
2023-04-22,383.265,384.802,2023-04-22,2023-04-22,
2023-04-23,383.172,384.914,2023-04-23,2023-04-23,
2023-04-24,383.081,384.714,2023-04-24,2023-04-24,
2023-04-25,382.992,384.557,2023-04-25,2023-04-25,
2023-04-26,382.905,384.702,2023-04-26,2023-04-26,
2023-04-27,382.820,384.692,2023-04-27,2023-04-27,
2023-04-28,382.736,384.686,2023-04-28,2023-04-28,
2023-04-29,382.655,384.569,2023-04-29,2023-04-29,
2023-04-30,382.576,384.614,2023-04-30,2023-04-30,
2023-05-01,382.498,384.762,2023-05-01,2023-05-01,
2023-05-02,382.422,384.396,2023-05-02,2023-05-02,
2023-05-03,382.348,384.584,2023-05-03,2023-05-03,
2023-05-04,382.275,383.937,2023-05-04,2023-05-04,
2023-05-05,382.205,384.702,2023-05-05,2023-05-05,
2023-05-06,382.136,383.928,2023-05-06,2023-05-06,
2023-05-07,382.069,384.056,2023-05-07,2023-05-07,
2023-05-08,382.003,384.177,2023-05-08,2023-05-08,
2023-05-09,381.940,384.777,2023-05-09,2023-05-09,
2023-05-10,381.878,384.095,2023-05-10,2023-05-10,
2023-05-11,381.818,383.762,2023-05-11,2023-05-11,
2023-05-12,381.760,383.738,2023-05-12,2023-05-12,
2023-05-13,381.704,383.742,2023-05-13,2023-05-13,
2023-05-14,381.649,383.490,2023-05-14,2023-05-14,
2023-05-15,381.596,383.679,2023-05-15,2023-05-15,
2023-05-16,381.545,383.302,2023-05-16,2023-05-16,
2023-05-17,381.496,383.647,2023-05-17,2023-05-17,
2023-05-18,381.448,383.451,2023-05-18,2023-05-18,
2023-05-19,381.402,383.496,2023-05-19,2023-05-19,
2023-05-20,381.358,383.511,2023-05-20,2023-05-20,
2023-05-21,381.315,383.267,2023-05-21,2023-05-21,
2023-05-22,381.273,383.105,2023-05-22,2023-05-22,
2023-05-23,381.234,383.391,2023-05-23,2023-05-23,
2023-05-24,381.195,383.275,2023-05-24,2023-05-24,
2023-05-25,381.158,383.158,2023-05-25,2023-05-25,
2023-05-26,381.122,383.371,2023-05-26,2023-05-26,
2023-05-27,381.088,383.330,2023-05-27,2023-05-27,
2023-05-28,381.054,382.004,2023-05-28,2023-05-28,
2023-05-29,381.022,383.026,2023-05-29,2023-05-29,
2023-05-30,380.991,382.288,2023-05-30,2023-05-30,
2023-05-31,380.960,381.453,2023-05-31,2023-05-31,
2023-06-01,380.931,381.563,2023-06-01,2023-06-01,
2023-06-02,380.902,381.465,2023-06-02,2023-06-02,
2023-06-03,380.874,381.797,2023-06-03,2023-06-03,
2023-06-04,380.846,381.518,2023-06-04,2023-06-04,
2023-06-05,380.819,381.844,2023-06-05,2023-06-05,
2023-06-06,380.791,381.595,2023-06-06,2023-06-06,
2023-06-07,380.764,381.907,2023-06-07,2023-06-07,
2023-06-08,380.737,381.786,2023-06-08,2023-06-08,
2023-06-09,380.709,381.959,2023-06-09,2023-06-09,
2023-06-10,380.681,381.711,2023-06-10,2023-06-10,
2023-06-11,380.653,382.056,2023-06-11,2023-06-11,
2023-06-12,380.623,381.604,2023-06-12,2023-06-12,
2023-06-13,380.593,382.139,2023-06-13,2023-06-13,
2023-06-14,380.562,381.992,2023-06-14,2023-06-14,
2023-06-15,380.529,382.149,2023-06-15,2023-06-15,
2023-06-16,380.495,381.941,2023-06-16,2023-06-16,
2023-06-17,380.460,382.015,2023-06-17,2023-06-17,
2023-06-18,380.423,381.555,2023-06-18,2023-06-18,
2023-06-19,380.384,382.004,2023-06-19,2023-06-19,
2023-06-20,380.344,381.877,2023-06-20,2023-06-20,
2023-06-21,380.301,381.985,2023-06-21,2023-06-21,
2023-06-22,380.256,381.768,2023-06-22,2023-06-22,
2023-06-23,380.210,381.929,2023-06-23,2023-06-23,
2023-06-24,380.161,382.406,2023-06-24,2023-06-24,
2023-06-25,380.109,382.940,2023-06-25,2023-06-25,
2023-06-26,380.056,384.097,2023-06-26,2023-06-26,
2023-06-27,380.000,383.458,2023-06-27,2023-06-27,
2023-06-28,379.941,384.512,2023-06-28,2023-06-28,
2023-06-29,379.880,383.948,2023-06-29,2023-06-29,
2023-06-30,379.817,384.505,2023-06-30,2023-06-30,
2023-07-01,379.751,383.500,2023-07-01,2023-07-01,
2023-07-02,379.683,384.380,2023-07-02,2023-07-02,
2023-07-03,379.612,383.270,2023-07-03,2023-07-03,
2023-07-04,379.539,383.843,2023-07-04,2023-07-04,
2023-07-05,379.463,382.578,2023-07-05,2023-07-05,
2023-07-06,379.385,383.178,2023-07-06,2023-07-06,
2023-07-07,379.305,382.989,2023-07-07,2023-07-07,
2023-07-08,379.222,383.338,2023-07-08,2023-07-08,
2023-07-09,379.138,382.755,2023-07-09,2023-07-09,
2023-07-10,379.051,384.237,2023-07-10,2023-07-10,
2023-07-11,378.961,383.981,2023-07-11,2023-07-11,
2023-07-12,378.870,384.279,2023-07-12,2023-07-12,
2023-07-13,378.777,382.479,2023-07-13,2023-07-13,
2023-07-14,378.682,382.175,2023-07-14,2023-07-14,
2023-07-15,378.585,381.759,2023-07-15,2023-07-15,
2023-07-16,378.486,382.064,2023-07-16,2023-07-16,
2023-07-17,378.386,380.749,2023-07-17,2023-07-17,
2023-07-18,378.284,381.802,2023-07-18,2023-07-18,
2023-07-19,378.181,379.277,2023-07-19,2023-07-19,
2023-07-20,378.076,380.488,2023-07-20,2023-07-20,
2023-07-21,377.971,378.823,2023-07-21,2023-07-21,
2023-07-22,377.864,379.531,2023-07-22,2023-07-22,
2023-07-23,377.756,378.865,2023-07-23,2023-07-23,
2023-07-24,377.648,380.379,2023-07-24,2023-07-24,
2023-07-25,377.539,378.683,2023-07-25,2023-07-25,
2023-07-26,377.429,379.972,2023-07-26,2023-07-26,
2023-07-27,377.319,378.217,2023-07-27,2023-07-27,
2023-07-28,377.209,378.422,2023-07-28,2023-07-28,
2023-07-29,377.098,378.296,2023-07-29,2023-07-29,
2023-07-30,376.988,378.518,2023-07-30,2023-07-30,
2023-07-31,376.877,378.513,2023-07-31,2023-07-31,
2023-08-01,376.767,378.492,2023-08-01,2023-08-01,
2023-08-02,376.657,378.681,2023-08-02,2023-08-02,
2023-08-03,376.548,379.028,2023-08-03,2023-08-03,
2023-08-04,376.440,378.871,2023-08-04,2023-08-04,
2023-08-05,376.332,379.279,2023-08-05,2023-08-05,
2023-08-06,376.226,379.074,2023-08-06,2023-08-06,
2023-08-07,376.121,378.590,2023-08-07,2023-08-07,
2023-08-08,376.016,378.306,2023-08-08,2023-08-08,
2023-08-09,375.914,378.478,2023-08-09,2023-08-09,
2023-08-10,375.813,378.597,2023-08-10,2023-08-10,
2023-08-11,375.714,378.903,2023-08-11,2023-08-11,
2023-08-12,375.616,377.953,2023-08-12,2023-08-12,
2023-08-13,375.520,380.041,2023-08-13,2023-08-13,
2023-08-14,375.427,378.226,2023-08-14,2023-08-14,
2023-08-15,375.335,380.257,2023-08-15,2023-08-15,
2023-08-16,375.246,378.101,2023-08-16,2023-08-16,
2023-08-17,375.159,380.134,2023-08-17,2023-08-17,
2023-08-18,375.074,378.276,2023-08-18,2023-08-18,
2023-08-19,374.992,380.149,2023-08-19,2023-08-19,
2023-08-20,374.912,378.021,2023-08-20,2023-08-20,
2023-08-21,374.835,379.984,2023-08-21,2023-08-21,
2023-08-22,374.760,377.993,2023-08-22,2023-08-22,
2023-08-23,374.688,379.838,2023-08-23,2023-08-23,
2023-08-24,374.619,377.416,2023-08-24,2023-08-24,
2023-08-25,374.552,379.592,2023-08-25,2023-08-25,
2023-08-26,374.488,379.381,2023-08-26,2023-08-26,
2023-08-27,374.426,379.383,2023-08-27,2023-08-27,
2023-08-28,374.368,379.296,2023-08-28,2023-08-28,
2023-08-29,374.312,379.403,2023-08-29,2023-08-29,
2023-08-30,374.259,379.413,2023-08-30,2023-08-30,
2023-08-31,374.210,379.542,2023-08-31,2023-08-31,
2023-09-01,374.163,379.672,2023-09-01,2023-09-01,
2023-09-02,374.119,379.662,2023-09-02,2023-09-02,
2023-09-03,374.079,379.793,2023-09-03,2023-09-03,
2023-09-04,374.042,379.649,2023-09-04,2023-09-04,
2023-09-05,374.008,379.962,2023-09-05,2023-09-05,
2023-09-06,373.977,379.785,2023-09-06,2023-09-06,
2023-09-07,373.950,380.051,2023-09-07,2023-09-07,
2023-09-08,373.927,379.852,2023-09-08,2023-09-08,
2023-09-09,373.908,379.917,2023-09-09,2023-09-09,
